nct_id,start_date,study_first_submitted_date,study_first_submitted_qc_date,has_prospective_registration,nlm_download_date_description,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_date_type,verification_date,completion_date_type,completion_date,primary_completion_date_type,primary_completion_date,updated_at,start_month_year,verification_month_year,completion_month_year,primary_completion_month_year,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,source_class,delayed_posting,expanded_access_nctid,expanded_access_status_for_nctid,fdaaa801_violation,baseline_type_units_analyzed,patient_registry,were_results_reported,days_compl_to_summary,days_reg_to_start,summary_result_12_month,summary_result_24_month
NCT01414634,2010-02-28,2011-08-08,2011-08-10,FALSE,NA,2014-01-24,NA,2015-04-08,2011-08-11,ESTIMATED,2015-03-24,2015-04-08,ESTIMATED,NA,NA,NA,2015-04-08,2015-05-04,ESTIMATED,NA,2015-04-30,ACTUAL,2012-10-31,ACTUAL,2012-10-31,2024-09-26T14:38:41Z,2010-02,2015-04,2012-10,2012-10,NA,INTERVENTIONAL,ETIMS,NA,"Establish Tolerance In MS With Peptide-Coupled, Peripheral Blood Mononuclear Cells","Establish Tolerance in Multiple Sclerosis With Peptide-coupled, Peripheral Blood Mononuclear Cells - A MRI-controlled, Single Center, Phase I Trial in Relapsing-remitting MS Patients",COMPLETED,NA,PHASE1/PHASE2,9,ACTUAL,Universitätsklinikum Hamburg-Eppendorf,NA,8,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T14:38:41Z,OTHER,NA,NA,NA,NA,NA,NA,TRUE,450,-526,FALSE,TRUE
NCT01186263,2010-07-31,2010-07-23,2010-08-20,TRUE,NA,NA,NA,2014-09-03,2010-08-23,ESTIMATED,NA,NA,NA,NA,NA,NA,2014-09-03,2014-09-04,ESTIMATED,NA,2014-09-30,ACTUAL,2013-08-31,ACTUAL,2011-07-31,2024-09-26T14:38:41Z,2010-07,2014-09,2013-08,2011-07,NA,INTERVENTIONAL,EXPLOSIVE,NA,Predictive Value of 99mTc- Albumin Spheres Before 90Y- SIR Therapy,Exploratory Study to Assess the Predictive Value of 99mTc-labeled Albumin Spheres for the Intrahepatic Distribution of 90Y SIR Spheres in Patients With Liver Metastases of Colorectal Tumors,COMPLETED,NA,PHASE2,24,ACTUAL,University of Magdeburg,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T14:38:41Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,8,FALSE,FALSE
NCT01083030,2010-03-31,2010-03-04,2010-03-08,TRUE,NA,NA,NA,2023-05-02,2010-03-09,ESTIMATED,NA,NA,NA,NA,NA,NA,2023-05-02,2023-05-06,ACTUAL,NA,2023-05-31,ACTUAL,2012-12-31,ACTUAL,2011-08-31,2024-09-27T00:13:48Z,2010-03,2023-05,2012-12,2011-08,NA,INTERVENTIONAL,PACIFIER,NA,Paclitaxel-coated Balloons in Femoral Indication to Defeat Restenosis,Paclitaxel-coated Balloons in Femoral Indication to Defeat Restenosis,COMPLETED,NA,PHASE3,90,ACTUAL,Universität des Saarlandes,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-27T00:13:48Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,27,FALSE,FALSE
NCT00884364,2009-05-31,2009-04-17,2009-04-17,TRUE,NA,NA,NA,2009-12-21,2009-04-20,ESTIMATED,NA,NA,NA,NA,NA,NA,2009-12-21,2009-12-23,ESTIMATED,NA,2009-12-31,ESTIMATED,2011-09-30,ESTIMATED,2011-04-30,2024-09-26T14:38:41Z,2009-05,2009-12,2011-09,2011-04,NA,INTERVENTIONAL,NA,NA,Exercise During Chemotherapy for Patients With Hematological Malignancies,Exercise During Chemotherapy for Patients With Hematological Malignancies,UNKNOWN,RECRUITING,PHASE3,60,ESTIMATED,"Charite University, Berlin, Germany",NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T14:38:41Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,44,FALSE,FALSE
NCT01526447,2012-02-29,2012-02-01,2012-02-01,TRUE,NA,NA,NA,2019-02-20,2012-02-03,ESTIMATED,NA,NA,NA,NA,NA,NA,2019-02-20,2019-02-21,ACTUAL,NA,2019-02-28,ACTUAL,2013-04-30,ACTUAL,2012-12-31,2024-09-26T14:38:41Z,2012-02,2019-02,2013-04,2012-12,NA,INTERVENTIONAL,CranioS,NA,Effects of Craniosacral Therapy on Chronic Neck Pain,Effects of Craniosacral Therapy on Chronic Neck Pain: A Randomized Controlled Trial,COMPLETED,NA,NA,54,ACTUAL,Universität Duisburg-Essen,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T14:38:41Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,28,FALSE,FALSE
NCT01237756,2008-09-30,2010-01-25,2010-11-09,FALSE,NA,NA,NA,2010-11-09,2010-11-10,ESTIMATED,NA,NA,NA,NA,NA,NA,2010-11-09,2010-11-10,ESTIMATED,NA,2008-06-30,ACTUAL,2010-05-31,ACTUAL,2009-05-31,2024-09-26T14:38:41Z,2008-09,2008-06,2010-05,2009-05,NA,INTERVENTIONAL,NA,NA,Electrical Impedance Tomography for Endotracheal Tube Placement,Electrical Impedance Tomography for Endotracheal Tube Placement in Pediatric Patients,COMPLETED,NA,NA,18,ACTUAL,University Hospital Freiburg,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T14:38:41Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-482,FALSE,FALSE
NCT01318395,2010-05-31,2011-03-17,2011-03-17,FALSE,NA,NA,NA,2018-01-11,2011-03-18,ESTIMATED,NA,NA,NA,NA,NA,NA,2018-01-11,2018-01-12,ACTUAL,NA,2018-01-31,ACTUAL,2013-06-30,ACTUAL,2013-06-30,2024-09-25T03:53:58Z,2010-05,2018-01,2013-06,2013-06,NA,INTERVENTIONAL,ARTS,NA,Aliskiren on Retinal Vasculature Treatment Study,"Randomized, Double Blind, Active-controlled, Parallel Study to Analyse Effects of the Combination of Aliskiren and Valsartan on the Vascular Structure and Function of Retinal Vessels",COMPLETED,NA,PHASE3,56,ACTUAL,University of Erlangen-Nürnberg Medical School,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T03:53:58Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-290,FALSE,FALSE
NCT01200121,2010-02-28,2010-09-09,2010-09-10,FALSE,NA,NA,NA,2015-04-10,2010-09-13,ESTIMATED,NA,NA,NA,NA,NA,NA,2015-04-10,2015-04-13,ESTIMATED,NA,2015-04-30,ACTUAL,2014-12-31,ACTUAL,2014-08-31,2024-09-27T00:13:48Z,2010-02,2015-04,2014-12,2014-08,NA,INTERVENTIONAL,NA,NA,Bevacizumab as a Palliative Treatment for Patients With Symptomatic Malignant Ascites Due to Advanced-stage Gastrointestinal Cancers,"Double-blind, Placebo-controlled, Randomized Phase II-study Investigating the Efficacy of Bevacizumab for Symptom Control in Patients With Malignant Ascites Due to Advanced-stage Gastrointestinal Cancers",COMPLETED,NA,PHASE2,53,ACTUAL,AIO-Studien-gGmbH,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-27T00:13:48Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-193,FALSE,FALSE
NCT01208649,2008-07-31,2010-09-23,2010-09-23,FALSE,NA,NA,NA,2010-09-23,2010-09-24,ESTIMATED,NA,NA,NA,NA,NA,NA,2010-09-23,2010-09-24,ESTIMATED,NA,2010-09-30,ACTUAL,2010-09-30,ACTUAL,2010-09-30,2024-09-25T03:53:58Z,2008-07,2010-09,2010-09,2010-09,NA,INTERVENTIONAL,NA,NA,Effects of Exenatide (Byetta®) on Liver Function in Patients With Nonalcoholic Steatohepatitis (NASH),Effects of Exenatide (Byetta®) on Biochemical and Histological Parameters of Liver Function in Patients With Nonalcoholic Steatohepatitis (NASH),COMPLETED,NA,PHASE4,13,ACTUAL,Ruhr University of Bochum,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T03:53:58Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-784,FALSE,FALSE
NCT01017172,2009-11-30,2009-11-19,2009-11-19,TRUE,NA,NA,NA,2009-11-19,2009-11-20,ESTIMATED,NA,NA,NA,NA,NA,NA,2009-11-19,2009-11-20,ESTIMATED,NA,2009-11-30,ESTIMATED,2010-03-31,ESTIMATED,2010-03-31,2024-09-27T00:19:52Z,2009-11,2009-11,2010-03,2010-03,NA,INTERVENTIONAL,NA,NA,Safety and Immune Response to Adjuvanted A(H1N1)v Influenza Vaccine in HIV-1 Infected and Immunosuppressed Adult Patients,Safety and Immune Response to Adjuvanted A(H1N1)v Influenza Vaccine in HIV-1 Infected and Immunosuppressed Adults,UNKNOWN,RECRUITING,PHASE4,500,ESTIMATED,Goethe University,NA,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-27T00:19:52Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,11,FALSE,FALSE
NCT02094287,2010-09-30,2014-03-17,2014-03-20,FALSE,NA,NA,NA,2015-09-17,2014-03-21,ESTIMATED,NA,NA,NA,NA,NA,NA,2015-09-17,2015-09-18,ESTIMATED,NA,2015-09-30,ACTUAL,2015-02-28,ACTUAL,2013-11-30,2024-09-25T03:53:58Z,2010-09,2015-09,2015-02,2013-11,NA,INTERVENTIONAL,NA,NA,Placebo Effect in the Treatment of Atopic Dermatitis,Placebo Effect in Atopic Dermatitis - Increase the Pharmacological Effect of Itching Caused by Classical Conditioning and Expectancy Processes: A Randomized Controlled Trial,COMPLETED,NA,NA,166,ACTUAL,"Charite University, Berlin, Germany",NA,4,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T03:53:58Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-1264,FALSE,FALSE
NCT02421172,2015-04-13,2015-03-18,2015-04-15,TRUE,NA,2017-11-21,NA,2022-06-17,2015-04-20,ESTIMATED,2019-04-29,2019-05-23,ACTUAL,NA,NA,NA,2022-06-17,2022-07-13,ACTUAL,ACTUAL,2022-06-30,ACTUAL,2016-11-23,ACTUAL,2016-11-23,2024-09-26T14:38:41Z,2015-04-13,2022-06,2016-11-23,2016-11-23,NA,INTERVENTIONAL,NA,NA,"Efficacy, Safety, and Pharmacokinetics Study of CJM112 in Hidradenitis Suppurativa Patients","A Randomized, Double-blind, Placebo Controlled, Multiple Dose Study to Evaluate the Clinical Efficacy, Safety, Tolerability, Dose Relation, Pharmacokinetics and Pharmacodynamics of CJM112 in Moderate to Severe Chronic Hidradenitis Suppurativa Patients",COMPLETED,NA,PHASE2,66,ACTUAL,Novartis,NA,5,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,UNDECIDED,"Novartis is committed to sharing with qualified external researchers, access to patient-level data and supporting clinical documents from eligible studies. These requests are reviewed and approved by an independent review panel on the basis of scientific merit. All data provided is anonymized to respect the privacy of patients who have participated in the trial in line with applicable laws and regulations.~This trial data availability is according to the criteria and process described on www.clinicalstudydatarequest.com",2024-09-26T14:38:41Z,INDUSTRY,NA,NA,NA,NA,NA,NA,TRUE,363,26,TRUE,TRUE
NCT01065246,2009-11-30,2010-01-13,2010-02-08,FALSE,NA,NA,NA,2012-10-02,2010-02-09,ESTIMATED,NA,NA,NA,NA,NA,NA,2012-10-02,2012-10-03,ESTIMATED,NA,2012-08-31,ACTUAL,2011-10-31,ACTUAL,2011-04-30,2024-09-25T16:07:48Z,2009-11,2012-08,2011-10,2011-04,NA,INTERVENTIONAL,SECIMAS,NA,Safety Study of Second Intraperitoneal (I.P.) Infusion Cycle of Catumaxomab in Patients With Malignant Ascites,"Phase II Open Label Study to Evaluate the Safety of a Second I.P. Infusion Cycle of Catumaxomab in Patients With Malignant Ascites Due to Carcinoma, Requiring Their First Therapeutic Puncture After Treatment in the CASIMAS Study",COMPLETED,NA,PHASE2,8,ACTUAL,Neovii Biotech,NA,1,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T16:07:48Z,INDUSTRY,NA,NA,NA,NA,NA,NA,FALSE,NA,-44,FALSE,FALSE
NCT02015312,2013-04-30,2013-11-18,2013-12-12,FALSE,NA,NA,NA,2017-10-16,2013-12-19,ESTIMATED,NA,NA,NA,NA,NA,NA,2017-10-16,2017-10-17,ACTUAL,NA,2017-10-31,ACTUAL,2017-10-11,ACTUAL,2017-10-11,2024-09-25T16:07:48Z,2013-04,2017-10,2017-10-11,2017-10-11,NA,INTERVENTIONAL,TAME-AL,NA,A Trial for the Treatment of Cardiac AL-Amyloidosis With the Green Tea Compound Epigallocatechin-3-gallate (TAME-AL),A Randomised Trial for the Treatment of Cardiac AMyloid Light-chain Amyloidosis With the Green Tea Compound Epigallocatechin-3-gallate (TAME-AL),COMPLETED,NA,PHASE2,38,ACTUAL,University Hospital Heidelberg,NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T16:07:48Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-202,FALSE,FALSE
NCT00509184,2008-03-31,2007-07-30,2007-07-30,TRUE,NA,NA,NA,2020-01-02,2007-07-31,ESTIMATED,NA,NA,NA,NA,NA,NA,2020-01-02,2020-01-06,ACTUAL,NA,2020-01-31,ACTUAL,2013-04-30,ACTUAL,2013-04-30,2024-09-26T14:38:41Z,2008-03,2020-01,2013-04,2013-04,NA,INTERVENTIONAL,MIR,NA,Rituximab and Involved Field Radiotherapy in Early Stage Follicular Lymphoma,Therapy of Nodal Follicular Lymphoma (Grade I/II) Clinical Stage I or II Using Involved Field Radiotherapy in Combination With Rituximab,COMPLETED,NA,PHASE2,85,ACTUAL,Heidelberg University,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T14:38:41Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,245,FALSE,FALSE
NCT02353793,2015-04-30,2014-12-15,2015-02-02,TRUE,NA,NA,NA,2016-11-26,2015-02-03,ESTIMATED,NA,NA,NA,NA,NA,NA,2016-11-26,2016-11-29,ESTIMATED,NA,2016-11-30,ACTUAL,2016-09-30,ACTUAL,2016-09-30,2024-09-27T00:19:52Z,2015-04,2016-11,2016-09,2016-09,NA,INTERVENTIONAL,NA,NA,Trauma Patients and Hypothermia in the Emergency Room: ReadyHeat® Versus Cotton Wool Blanket,Trauma Patients and Hypothermia in the Emergency Room: a Trial Between Self-warming ReadyHeat® Blanket and Traditional Cotton Wool Blanket,COMPLETED,NA,NA,60,ACTUAL,University Hospital Schleswig-Holstein,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-27T00:19:52Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,136,FALSE,FALSE
NCT01923961,2013-08-31,2013-08-10,2013-08-14,TRUE,NA,2017-07-30,NA,2018-07-27,2013-08-16,ESTIMATED,2018-07-27,2019-01-16,ACTUAL,NA,NA,NA,2018-07-27,2019-01-16,ACTUAL,ACTUAL,2018-07-31,ACTUAL,2015-08-10,ACTUAL,2015-03-30,2024-09-25T16:07:48Z,2013-08,2018-07,2015-08-10,2015-03-30,NA,INTERVENTIONAL,NA,NA,Sodium Chloride and Protein-Bound Toxin Removal in Hemodiafiltration,Impact of an Increased Sodium Chloride Concentration in the Infusion Fluid of Predilution Hemodiafiltration on the Removal of Protein-Bound Uremic Toxins,COMPLETED,NA,NA,8,ACTUAL,EXcorLab GmbH,NA,3,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T16:07:48Z,OTHER,NA,NA,NA,NA,NA,NA,TRUE,720,21,FALSE,TRUE
NCT01341158,2011-04-30,2011-04-19,2011-04-21,TRUE,NA,NA,NA,2014-11-11,2011-04-25,ESTIMATED,NA,NA,NA,NA,NA,NA,2014-11-11,2014-11-13,ESTIMATED,NA,2014-11-30,ACTUAL,2013-03-31,ACTUAL,2013-03-31,2024-09-25T16:14:45Z,2011-04,2014-11,2013-03,2013-03,NA,INTERVENTIONAL,NA,NA,NAM-Trial: Multiferon in Malignant Melanoma,Neoadjuvant Treatment of Locoregional Metastases in Malignant Melanoma (AJCC Stage IIIB/C) With Multiferon: a Phase IIa DeCOG Trial,COMPLETED,NA,PHASE2,42,ACTUAL,University Hospital Tuebingen,NA,1,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T16:14:45Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,11,FALSE,FALSE
NCT01329601,2011-01-31,2011-04-01,2011-04-05,FALSE,NA,NA,NA,2011-04-05,2011-04-06,ESTIMATED,NA,NA,NA,NA,NA,NA,2011-04-05,2011-04-06,ESTIMATED,NA,2011-01-31,ESTIMATED,2011-12-31,ESTIMATED,2011-10-31,2024-09-27T00:25:34Z,2011-01,2011-01,2011-12,2011-10,NA,INTERVENTIONAL,ECIF,NA,Effect of Cognitive Intervention in Alzheimer's Disease (AD) on Functional Cortical Networks in fMRI,Effect of the Stage Specific Cognitive Intervention Program on Functional Cortical Activation in Alzheimer's Disease,UNKNOWN,RECRUITING,PHASE4,24,ESTIMATED,University of Rostock,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-27T00:25:34Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-60,FALSE,FALSE
NCT03402490,2013-06-18,2017-12-22,2018-01-17,FALSE,NA,NA,NA,2018-01-17,2018-01-18,ACTUAL,NA,NA,NA,NA,NA,NA,2018-01-17,2018-01-18,ACTUAL,ACTUAL,2018-01-31,ACTUAL,2015-12-08,ACTUAL,2015-12-08,2024-09-25T03:59:46Z,2013-06-18,2018-01,2015-12-08,2015-12-08,NA,INTERVENTIONAL,Ex-DHFadd-on,NA,Enhancement of Physical Activity in Elderly Patients With Diastolic Heart Failure by a Motivational Intervention,Enhancement of Physical Activity in Elderly Patients With Diastolic Heart Failure by a Motivational Intervention - Pilot Data From an add-on Following the Ex-DHF Trial,COMPLETED,NA,NA,39,ACTUAL,University of Göttingen,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T03:59:46Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-1648,FALSE,FALSE
NCT01679405,2012-08-31,2012-08-17,2012-08-31,TRUE,NA,2017-02-27,NA,2019-08-26,2012-09-06,ESTIMATED,2018-08-09,2019-01-22,ACTUAL,NA,NA,NA,2019-08-26,2019-09-06,ACTUAL,NA,2019-08-31,ACTUAL,2016-04-30,ACTUAL,2016-04-30,2024-09-25T03:59:46Z,2012-08,2019-08,2016-04,2016-04,NA,INTERVENTIONAL,NA,NA,BIBW 2992 as add-on to Gem/Cis in Advanced Biliary Tract Cancer,"Open-label, Uncontrolled, Multicenter Phase I/Ib Trial to Investigate Safety and Efficacy of BIBW 2992 and Standard Gemcitabine/Cisplatin in Chemo-naïve Patients With Advanced Biliary Tract Adenocarcinoma",TERMINATED,NA,PHASE1,9,ACTUAL,Johannes Gutenberg University Mainz,NA,2,NA,No sufficient clinical or molecular signals for efficacy were observed.,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,2024-09-25T03:59:46Z,OTHER,NA,NA,NA,NA,NA,NA,TRUE,303,14,TRUE,TRUE
NCT02157181,2004-06-30,2014-05-21,2014-06-03,FALSE,NA,NA,NA,2024-08-20,2014-06-05,ESTIMATED,NA,NA,NA,NA,NA,NA,2024-08-20,2024-08-22,ACTUAL,NA,2024-08-31,ACTUAL,2013-01-31,ACTUAL,2012-09-30,2024-09-25T16:14:45Z,2004-06,2024-08,2013-01,2012-09,NA,INTERVENTIONAL,NA,NA,Treatment of Hairy Cell Leukaemia Variant and Relapsing Hairy Cell Leukaemia With Cladribine Plus Rituximab,Study on the Treatment of Hairy Cell Leukaemia Variant and Relapsing Hairy Cell Leukaemia,COMPLETED,NA,PHASE2,89,ACTUAL,University of Giessen,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T16:14:45Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-3612,FALSE,FALSE
NCT02460861,2011-11-30,2015-05-28,2015-05-29,FALSE,NA,NA,NA,2015-05-29,2015-06-03,ESTIMATED,NA,NA,NA,NA,NA,NA,2015-05-29,2015-06-03,ESTIMATED,NA,2015-05-31,ESTIMATED,2015-12-31,ACTUAL,2013-10-31,2024-09-25T16:14:45Z,2011-11,2015-05,2015-12,2013-10,NA,INTERVENTIONAL,iPROLOGX,NA,Intraoperational Prostate Loge Biopsies (iPROLOGX) After Radical Prostatovesiculectomy,Intraoperational Prostate Loge Biopsies (iPROLOGX) After Radical Prostatovesiculectomy (RPVE) in Prostate Cancer (PCA) Patients for Molecular Tumor Marker Analysis,UNKNOWN,ACTIVE_NOT_RECRUITING,NA,279,ACTUAL,University of Magdeburg,NA,3,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T16:14:45Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-1275,FALSE,FALSE
NCT01022177,2009-10-31,2009-11-26,2009-11-30,FALSE,NA,NA,NA,2011-12-01,2009-12-01,ESTIMATED,NA,NA,NA,NA,NA,NA,2011-12-01,2011-12-02,ESTIMATED,NA,2011-12-31,ESTIMATED,2012-05-31,ACTUAL,2010-10-31,2024-09-25T16:14:45Z,2009-10,2011-12,2012-05,2010-10,NA,INTERVENTIONAL,NA,NA,Influence of Acupuncture to Ocular Microcirculation in Patients With Diabetes Mellitus,Influence of Acupuncture to Ocular Microcirculation in Patients With Diabetes Mellitus,UNKNOWN,RECRUITING,PHASE2,40,ESTIMATED,Technische Universität Dresden,NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-25T16:14:45Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-26,FALSE,FALSE
NCT01584869,2011-12-31,2012-04-23,2012-04-24,FALSE,NA,NA,NA,2015-01-28,2012-04-25,ESTIMATED,NA,NA,NA,NA,NA,NA,2015-01-28,2015-01-29,ESTIMATED,NA,2015-01-31,ACTUAL,2014-03-31,ACTUAL,2014-03-31,2024-09-26T14:44:30Z,2011-12,2015-01,2014-03,2014-03,NA,INTERVENTIONAL,NA,NA,Emergency Capsule Endoscopy in Severe GI-bleeding,Emergency Capsule Endoscopy in Severe GI-bleeding,COMPLETED,NA,PHASE2/PHASE3,20,ESTIMATED,Technical University of Munich,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T14:44:30Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,-114,FALSE,FALSE
NCT00758017,2009-01-31,2008-09-22,2008-09-22,TRUE,NA,NA,NA,2011-06-21,2008-09-23,ESTIMATED,NA,NA,NA,NA,NA,NA,2011-06-21,2011-06-22,ESTIMATED,NA,2011-06-30,ACTUAL,2011-06-30,ACTUAL,2011-03-31,2024-09-26T14:44:30Z,2009-01,2011-06,2011-06,2011-03,NA,INTERVENTIONAL,NA,NA,Efficacy of Different Acupuncture Methods for Chronic Low Back Pain,Efficacy of Different Acupuncture Methods for Chronic Low Back Pain,COMPLETED,NA,NA,150,ACTUAL,"Charite University, Berlin, Germany",NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-26T14:44:30Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,131,FALSE,FALSE
NCT01462994,2011-11-30,2011-10-25,2011-10-27,TRUE,NA,NA,NA,2016-03-16,2011-11-01,ESTIMATED,NA,NA,NA,NA,NA,NA,2016-03-16,2016-03-17,ESTIMATED,NA,2016-03-31,ACTUAL,2016-03-31,ACTUAL,2015-12-31,2024-09-27T00:31:30Z,2011-11,2016-03,2016-03,2015-12,NA,INTERVENTIONAL,NA,NA,Detection of CF-DNA in Patients With Gastrointestinal Stromal Tumors (GIST),"Prospective, Explorative Trial for the Detection of Circulating Cell-free Tumor DNA in the Plasma of Patients With Gastrointestinal Stromal Tumors (GIST)Harboring Activating Mutations of CKIT or PDGFRA Pre/Post Surgery or Pre/Under Treatment With a Tyrosine Kinase Inhibitor or Progressive Disease Irrespective of Current or Planned Treatment. An Open-label, Non-randomized, Multicenter Phase IIIb Clinical Trial",COMPLETED,NA,PHASE3,25,ACTUAL,Technical University of Munich,NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-27T00:31:30Z,OTHER,NA,NA,NA,NA,NA,NA,FALSE,NA,36,FALSE,FALSE
