iv_id,iv_registry,mdr_study_id,identifier,identifier_type,identifier_type_id,identifier_source
NCT02508220,ClinicalTrials.gov,2194928,Uni-Reg-Oxy-Tin,Sponsor’s ID,14,Universität Regensburg
NCT02501577,ClinicalTrials.gov,2194418,sadfoi,Sponsor’s ID,14,Universität Regensburg
NCT02500394,ClinicalTrials.gov,2194327,1476-Version 6,Sponsor’s ID,14,Universitätsklinikum Regensburg
NCT02321813,ClinicalTrials.gov,2180648,TUZ-QL-CRC-14,Sponsor’s ID,14,Tumor Center Regensburg
NCT02321813,ClinicalTrials.gov,2180648,01GY1339,Funder / Contract ID,13,Bundesministerium für Bildung und Forschung
NCT02306447,ClinicalTrials.gov,2179473,rtms-rpms-tinn,Sponsor’s ID,14,Universität Regensburg
NCT01965028,ClinicalTrials.gov,2153330,Uni-Reg-tRNS01,Sponsor’s ID,14,Universität Regensburg
NCT01935531,ClinicalTrials.gov,2151071,Diclo-TuMet_01,Sponsor’s ID,14,Universitätsklinikum Regensburg
NCT01907022,ClinicalTrials.gov,2148893,Uni-Reg-Ti-CDC01-RELAX,Sponsor’s ID,14,Universität Regensburg
NCT01841632,ClinicalTrials.gov,2143895,2009-017795-25,Trial registry ID,11,EU Clinical Trials Register
NCT01841632,ClinicalTrials.gov,2143895,MISOT-I,Sponsor’s ID,14,Universitätsklinikum Regensburg
NCT01663324,ClinicalTrials.gov,2130258,Uni-Reg-multisite-rTMS-Tin-01,Sponsor’s ID,14,Universität Regensburg
NCT01656135,ClinicalTrials.gov,2129711,2011-004301-24,Trial registry ID,11,EU Clinical Trials Register
NCT01656135,ClinicalTrials.gov,2129711,ONErgt11,Sponsor’s ID,14,Universität Regensburg
NCT01656135,ClinicalTrials.gov,2129711,260687,Funder / Contract ID,13,EU FP7 Programme
NCT01614301,ClinicalTrials.gov,2126560,MEL001,Sponsor’s ID,14,Universität Regensburg
NCT01540344,ClinicalTrials.gov,2120911,2009-014040-11,Trial registry ID,11,EU Clinical Trials Register
NCT01540344,ClinicalTrials.gov,2120911,24/06/2009,Sponsor’s ID,14,Universität Regensburg
NCT01229774,ClinicalTrials.gov,2097226,Eto-Dic-01,Sponsor’s ID,14,Universität Regensburg
NCT01010243,ClinicalTrials.gov,2080530,MM03,Sponsor’s ID,14,Universität Regensburg
NCT00355862,ClinicalTrials.gov,2031148,2005-005362-36,Trial registry ID,11,EU Clinical Trials Register
NCT00355862,ClinicalTrials.gov,2031148,SiLVER 05,Sponsor’s ID,14,Regensburg University Hospital
NCT00355862,ClinicalTrials.gov,2031148,SiLVER05,Sponsor’s ID,14,Universität Regensburg
NCT00355862,ClinicalTrials.gov,2031148,EudraCT Number:,Type not provided,1,No organisation name provided in source data
NCT02247180,ClinicalTrials.gov,2174929,A 2014-0113,Sponsor’s ID,14,Universität Rostock 
NCT02175953,ClinicalTrials.gov,2169472,RO020,Sponsor’s ID,14,Universität Rostock 
NCT02096562,ClinicalTrials.gov,2163393,A 2013-0083,Sponsor’s ID,14,Universität Rostock 
NCT02051621,ClinicalTrials.gov,2159958,A201070,Sponsor’s ID,14,Universität Rostock 
NCT01896245,ClinicalTrials.gov,2148073,A 2013-0039,Sponsor’s ID,14,Universität Rostock 
NCT01433523,ClinicalTrials.gov,2112762,2010-018621-19,Trial registry ID,11,EU Clinical Trials Register
NCT01433523,ClinicalTrials.gov,2112762,MT-04,Sponsor’s ID,14,ALK-Abelló
NCT01282918,ClinicalTrials.gov,2101289,NORDIC -1.1,Sponsor’s ID,14,Biotronik
NCT00950274,ClinicalTrials.gov,2075990,U1111-1111-0107,Trial registry ID,11,International Clinical Trials Registry Platform
NCT00950274,ClinicalTrials.gov,2075990,PERFECT  001 (M-2006-144),Trial registry ID,11,Registro Peruano de Ensayos Clínicos
NCT00950274,ClinicalTrials.gov,2075990,DRKS00000213,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT00950274,ClinicalTrials.gov,2075990,2006-006404-11,Trial registry ID,11,EU Clinical Trials Register
NCT00950274,ClinicalTrials.gov,2075990,PERFECT001(M-2006-144),Sponsor’s ID,14,Miltenyi Biotec GmbH
NCT00950274,ClinicalTrials.gov,2075990,501/01,Sponsor’s ID,14,Miltenyi Biotec GmbH
NCT00950274,ClinicalTrials.gov,2075990,PERFECT 001,Sponsor’s ID,14,Miltenyi Biomedicine GmbH
NCT00950274,ClinicalTrials.gov,2075990,M-2006-144,Sponsor’s ID,14,Miltenyi Biotec BV & Co KG
NCT02941432,ClinicalTrials.gov,2228123,Black Tea Trial,Sponsor’s ID,14,Universität zu Lübeck
NCT02902861,ClinicalTrials.gov,2225165,2012-002716-10,Trial registry ID,11,EU Clinical Trials Register
NCT02902861,ClinicalTrials.gov,2225165,165-001,Sponsor’s ID,14,Sciderm GmbH
NCT02752802,ClinicalTrials.gov,2213659,TP-6495,Sponsor’s ID,14,"Osprey Medical, Inc"
NCT02744638,ClinicalTrials.gov,2213034,DF-WCT-2014,Sponsor’s ID,14,Clinical Research Center Kiel GmbH
NCT02601963,ClinicalTrials.gov,2202111,Study FX2015-10,Sponsor’s ID,14,Vyne Therapeutics Inc
NCT02559141,ClinicalTrials.gov,2198826,AZ B260/11,Sponsor’s ID,14,Universitätsklinikum Schleswig-Holstein
NCT02438228,ClinicalTrials.gov,2189564,AZ-138,Sponsor’s ID,14,Universitätsklinikum Schleswig-Holstein
NCT02365350,ClinicalTrials.gov,2183982,14-244,Sponsor’s ID,14,Universität zu Lübeck
NCT02341898,ClinicalTrials.gov,2182187,IMPRINT,Sponsor’s ID,14,Universität zu Lübeck
NCT02341898,ClinicalTrials.gov,2182187,01GY1336B,Funder / Contract ID,13,Bundesministerium für Bildung und Forschung
NCT02341898,ClinicalTrials.gov,2182187,01GY1336A,Funder / Contract ID,13,Bundesministerium für Bildung und Forschung
NCT02312505,ClinicalTrials.gov,2179938,AZ 162/10,Sponsor’s ID,14,Universitätsklinikum Schleswig-Holstein
NCT02273141,ClinicalTrials.gov,2176916,NER1006-03/2014 (DAYB),Sponsor’s ID,14,Norgine
NCT02253563,ClinicalTrials.gov,2175419,A 146/11,Sponsor’s ID,14,Christian-Albrechts-Universität zu Kiel
NCT02189473,ClinicalTrials.gov,2170506,ARO 200901,Sponsor’s ID,14,Universitätsklinikum Schleswig-Holstein
NCT02178631,ClinicalTrials.gov,2169675,EVIDENTplus,Sponsor’s ID,14,Universität zu Lübeck
NCT01891864,ClinicalTrials.gov,2147737,DRKS00005365,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT01891864,ClinicalTrials.gov,2147737,2012-002011-26,Trial registry ID,11,EU Clinical Trials Register
NCT01891864,ClinicalTrials.gov,2147737,GP15-302,Sponsor’s ID,14,Sandoz
NCT01795482,ClinicalTrials.gov,2140367,THER-6,Sponsor’s ID,14,Universitätsklinikum Schleswig-Holstein
NCT01726933,ClinicalTrials.gov,2135118,2012-000055-13,Trial registry ID,11,EU Clinical Trials Register
NCT01726933,ClinicalTrials.gov,2135118,M41008-1102,Sponsor’s ID,14,"Almirall, SA"
NCT01636752,ClinicalTrials.gov,2128279,EVIDENT Trial,Sponsor’s ID,14,Universität zu Lübeck
NCT01635660,ClinicalTrials.gov,2128195,ANKIEL-VLS-2012-CAV,Sponsor’s ID,14,Universitätsklinikum Schleswig-Holstein
NCT01617343,ClinicalTrials.gov,2126792,HEP-OKS-01,Sponsor’s ID,14,Universität zu Lübeck
NCT01423747,ClinicalTrials.gov,2112015,ALL-SZT- BFM 2003,Sponsor’s ID,14,St Anna Kinderkrebsforschung
NCT01338922,ClinicalTrials.gov,2105539,PUMPKIN,Sponsor’s ID,14,Universitätsklinikum Schleswig-Holstein
NCT01338922,ClinicalTrials.gov,2105539,WA 2929/2-1/ AOBJ 582855,Funder / Contract ID,13,Deutsche Forschungsgemeinschaft
NCT01269151,ClinicalTrials.gov,2100233,LucERG-001,Sponsor’s ID,14,Universität zu Lübeck
NCT01074697,ClinicalTrials.gov,2085388,2009-014691-21,Trial registry ID,11,EU Clinical Trials Register
NCT01074697,ClinicalTrials.gov,2085388,GAND-emesis,Sponsor’s ID,14,Odense Universitetshospital
NCT01927549,ClinicalTrials.gov,2150460,CULPRIT-SHOCK1.2,Sponsor’s ID,14,Universität zu Lübeck
NCT03519698,ClinicalTrials.gov,2272509,SWI_05,Sponsor’s ID,14,ARCIM Institute Academic Research in Complementary and Integrative Medicine
NCT03312140,ClinicalTrials.gov,2256584,Phos-CF II V1.2,Sponsor’s ID,14,University Hospital Tuebingen
NCT03231839,ClinicalTrials.gov,2250419,UTubingen4,Sponsor’s ID,14,University Hospital Tuebingen
NCT03140397,ClinicalTrials.gov,2243398,HS-PF1-2016,Sponsor’s ID,14,Universität Hohenheim
NCT03134144,ClinicalTrials.gov,2242918,UKT-2017-AS0-1569,Sponsor’s ID,14,University Hospital Tuebingen
NCT02964520,ClinicalTrials.gov,2229892,PRO15070009,Sponsor’s ID,14,University of Hartford
NCT02951000,ClinicalTrials.gov,2228855,PLA1,Sponsor’s ID,14,University Hospital Tuebingen
NCT02920840,ClinicalTrials.gov,2226545,BNP2016-03,Sponsor’s ID,14,University Hospital Tuebingen
NCT02618070,ClinicalTrials.gov,2203335,633/2015BO2,Sponsor’s ID,14,University Hospital Tuebingen
NCT02874911,ClinicalTrials.gov,2223019,Move'n Fun,Sponsor’s ID,14,University Hospital Tuebingen
NCT02848209,ClinicalTrials.gov,2220968,PEEL1,Sponsor’s ID,14,University Hospital Tuebingen
NCT02727556,ClinicalTrials.gov,2211722,041/2016BO2,Sponsor’s ID,14,University Hospital Tuebingen
NCT02647489,ClinicalTrials.gov,2205591,PAMVAC1_15,Sponsor’s ID,14,University Hospital Tuebingen
NCT02640703,ClinicalTrials.gov,2205070,Impfstudie,Sponsor’s ID,14,University Hospital Tuebingen
NCT02551978,ClinicalTrials.gov,2198277,KOP_1,Sponsor’s ID,14,University Hospital Tuebingen
NCT02509728,ClinicalTrials.gov,2195043,Choline and DHA for Preemies 2,Sponsor’s ID,14,University Hospital Tuebingen
NCT02468999,ClinicalTrials.gov,2191923,402/2014B01,Sponsor’s ID,14,University Hospital Tuebingen
NCT02450578,ClinicalTrials.gov,2190511,2014-005510-34,Trial registry ID,11,EU Clinical Trials Register
NCT02450578,ClinicalTrials.gov,2190511,MMV_DSM265_14_01,Sponsor’s ID,14,Medicines for Malaria Venture
NCT02336334,ClinicalTrials.gov,2181760,PosturingSensor,Sponsor’s ID,14,University Hospital Tuebingen
NCT02336321,ClinicalTrials.gov,2181759,288551-2,Sponsor’s ID,14,University Hospital Tuebingen
NCT02336321,ClinicalTrials.gov,2181759,SO-932,Funder / Contract ID,13,German Research Foundation (DFG)
NCT02336321,ClinicalTrials.gov,2181759,WAY-288551,Funder / Contract ID,13,European Commission (EC)
NCT02336321,ClinicalTrials.gov,2181759,01GQ0831,Funder / Contract ID,13,Federal Ministry of Research and Education (BMBF)
NCT02308813,ClinicalTrials.gov,2179655,503/2014BO2,Sponsor’s ID,14,University Hospital Tuebingen
NCT02260115,ClinicalTrials.gov,2175916,ABS-01EU-2013,Sponsor’s ID,14,Actamax Surgical Materials LLC
NCT02260115,ClinicalTrials.gov,2175916,95.10 - 5660 - 7811,Other,90,Competent Authority
NCT02258815,ClinicalTrials.gov,2175816,2009-015936-14,Trial registry ID,11,EU Clinical Trials Register
NCT02258815,ClinicalTrials.gov,2175816,CH14.181021,Sponsor’s ID,14,University Children´s Hospital Tübingen
NCT02222675,ClinicalTrials.gov,2173049,MAC-001_1.1,Sponsor’s ID,14,University Women’s Hospital Tübingen
NCT02213406,ClinicalTrials.gov,2172338,NSFP,Sponsor’s ID,14,University Hospital Tuebingen
NCT02175160,ClinicalTrials.gov,2169411,619/2013BO2,Sponsor’s ID,14,University Hospital Tuebingen
NCT02148770,ClinicalTrials.gov,2167390,646/2013BO2,Sponsor’s ID,14,University Hospital Tuebingen
NCT02134769,ClinicalTrials.gov,2166316,BIONECT-2014,Sponsor’s ID,14,University Hospital Tuebingen
NCT02134769,ClinicalTrials.gov,2166316,ZVK-Bionect,Other,90,University Hospital Tuebingen
NCT02115516,ClinicalTrials.gov,2164842,2013-003900-38,Trial registry ID,11,EU Clinical Trials Register
NCT02115516,ClinicalTrials.gov,2164842,TUCHMI-002,Sponsor’s ID,14,Sanaria Inc
NCT02089009,ClinicalTrials.gov,2162816,NonMydGyn,Sponsor’s ID,14,University Hospital Tuebingen
NCT02052193,ClinicalTrials.gov,2160002,ZDO 2012_PHOTOTOX,Sponsor’s ID,14,University Hospital Tuebingen
NCT02046915,ClinicalTrials.gov,2159597,2013-003678-29,Trial registry ID,11,EU Clinical Trials Register
NCT02046915,ClinicalTrials.gov,2159597,PERSPECTIVE,Sponsor’s ID,14,Universitätsklinikum Tübingen
NCT01947595,ClinicalTrials.gov,2151995,DZD-2012,Sponsor’s ID,14,University Hospital Tuebingen
NCT01894113,ClinicalTrials.gov,2147909,TBB2010,Sponsor’s ID,14,University Hospital Tuebingen
NCT01883765,ClinicalTrials.gov,2147115,SCHO 1448/2-1,Sponsor’s ID,14,University Hospital Tuebingen
NCT01883531,ClinicalTrials.gov,2147097,NL4215,Trial registry ID,11,Netherlands National Trial Register
NCT01883531,ClinicalTrials.gov,2147097,2012-002699-14,Trial registry ID,11,EU Clinical Trials Register
NCT01883531,ClinicalTrials.gov,2147097,DPM-CF-204,Sponsor’s ID,14,Pharmaxis
NCT01883531,ClinicalTrials.gov,2147097,NTR4453,Obsolete NTR number,45,Netherlands National Trial Register
NCT01837901,ClinicalTrials.gov,2143609,EST2,Sponsor’s ID,14,Okuvision GmbH
NCT01835002,ClinicalTrials.gov,2143389,TESOLA,Sponsor’s ID,14,Okuvision GmbH
NCT01797601,ClinicalTrials.gov,2140530,2006-002244-29,Trial registry ID,11,EU Clinical Trials Register
NCT01797601,ClinicalTrials.gov,2140530,17/2008AMG1,Other,90,Ethik-Kommission an der Medizinischen Fakultät der Eberhard-Karls-Universität und am Universitätsklinikum Tübingen
NCT01788254,ClinicalTrials.gov,2139815,2011-002291-16,Trial registry ID,11,EU Clinical Trials Register
NCT01788254,ClinicalTrials.gov,2139815,IKP243,Sponsor’s ID,14,University Hospital Tuebingen
NCT01773902,ClinicalTrials.gov,2138717,PfP3.2,Sponsor’s ID,14,University Hospital Tuebingen
NCT01635114,ClinicalTrials.gov,2128153,2009-12-10-RESV,Sponsor’s ID,14,University Hospital Tuebingen
NCT01600014,ClinicalTrials.gov,2125463,2011-005018-13,Trial registry ID,11,EU Clinical Trials Register
NCT01600014,ClinicalTrials.gov,2125463,LP0041-22,Sponsor’s ID,14,LEO Pharma
NCT01480323,ClinicalTrials.gov,2116328,5027000,Sponsor’s ID,14,University Hospital Tuebingen
NCT01443260,ClinicalTrials.gov,2113507,2010-022680-35,Trial registry ID,11,EU Clinical Trials Register
NCT01443260,ClinicalTrials.gov,2113507,Genelux - PO2,Sponsor’s ID,14,Genelux Corporation
NCT01326767,ClinicalTrials.gov,2104628,2010-023688-16,Trial registry ID,11,EU Clinical Trials Register
NCT01326767,ClinicalTrials.gov,2104628,C-III-002,Sponsor’s ID,14,Central European Society for Anticancer Drug Research
NCT01092533,ClinicalTrials.gov,2086749,2009-009998-10,Trial registry ID,11,EU Clinical Trials Register
NCT01092533,ClinicalTrials.gov,2086749,MYCUV-IIT02,Sponsor’s ID,14,"Centre for Ophthalmology, University of Tuebingen"
NCT01055522,ClinicalTrials.gov,2083925,2007-005737-11,Trial registry ID,11,EU Clinical Trials Register
NCT01055522,ClinicalTrials.gov,2083925,PH-L19IL2 DTIC - 03/07,Sponsor’s ID,14,PHILOGEN SPA
NCT01055522,ClinicalTrials.gov,2083925,PH-L19IL2DTIC-03/07,Sponsor’s ID,14,Philogen SpA
NCT01035190,ClinicalTrials.gov,2082428,ISRCTN80181452,Trial registry ID,11,ISRCTN
NCT01035190,ClinicalTrials.gov,2082428,Grand_Award_Health-F5_2009-223060,Sponsor’s ID,14,University Children`s Hospital of Tuebingen (Germany)
NCT01035190,ClinicalTrials.gov,2082428,GAH-F5_2009-223060,Sponsor’s ID,14,University Children’s Hospital Tuebingen
NCT00204529,ClinicalTrials.gov,2019838,ML17840,Sponsor’s ID,14,University Hospital Tuebingen
NCT03147131,ClinicalTrials.gov,2243916,D.3067-244/10,Sponsor’s ID,14,Universitätsklinikum Ulm
NCT03085251,ClinicalTrials.gov,2239164,IDT-1653-LI,Sponsor’s ID,14,Institut für Diabetes-Technologie Forschungs- und Entwicklungsgesellschaft mbH an der Universität Ulm
NCT03033849,ClinicalTrials.gov,2235215,IDT-1608-AL,Sponsor’s ID,14,Institut für Diabetes-Technologie Forschungs- und Entwicklungsgesellschaft mbH an der Universität Ulm
NCT02962518,ClinicalTrials.gov,2229738,68/14,Sponsor’s ID,14,Universität Ulm
NCT02916576,ClinicalTrials.gov,2226217,IDT-1616-AL,Sponsor’s ID,14,Institut für Diabetes-Technologie Forschungs- und Entwicklungsgesellschaft mbH an der Universität Ulm
NCT02751229,ClinicalTrials.gov,2213540,HOP-Adolescents,Sponsor’s ID,14,Universität Ulm
NCT02595645,ClinicalTrials.gov,2201626,GENESIS,Sponsor’s ID,14,Universität Ulm
NCT02358408,ClinicalTrials.gov,2183449,IDT-1416-BL,Sponsor’s ID,14,Institut für Diabetes-Technologie Forschungs- und Entwicklungsgesellschaft mbH an der Universität Ulm
NCT02061722,ClinicalTrials.gov,2160730,CHDIKI1201/PET-HD-PDE10A,Sponsor’s ID,14,"CHDI Foundation, Inc"
NCT01942473,ClinicalTrials.gov,2151602,FiO2_Ulm,Sponsor’s ID,14,Universität Ulm
NCT01879241,ClinicalTrials.gov,2146768,2011-004482-32,Trial registry ID,11,EU Clinical Trials Register
NCT01879241,ClinicalTrials.gov,2146768,RAS-ALS,Sponsor’s ID,14,Universität Ulm
NCT01684150,ClinicalTrials.gov,2131838,EPZ-5676-12-001,Sponsor’s ID,14,Ipsen
NCT01516827,ClinicalTrials.gov,2119118,TCT-001-ULM,Sponsor’s ID,14,Universität Ulm
NCT01407965,ClinicalTrials.gov,2110813,2010-024094-39,Trial registry ID,11,EU Clinical Trials Register
NCT01407965,ClinicalTrials.gov,2110813,Adip-2010,Sponsor’s ID,14,Universität Ulm
NCT01392079,ClinicalTrials.gov,2109596,2007-003099-20,Trial registry ID,11,EU Clinical Trials Register
NCT01392079,ClinicalTrials.gov,2109596,CLL2O,Sponsor’s ID,14,Universitätsklinikum Ulm
NCT01392079,ClinicalTrials.gov,2109596,Cll2O,Sponsor’s ID,14,Universität Ulm
NCT01180322,ClinicalTrials.gov,2093454,2009-016142-44,Trial registry ID,11,EU Clinical Trials Register
NCT01180322,ClinicalTrials.gov,2093454,AMLSG12-09,Sponsor’s ID,14,Universitätsklinikum Ulm
NCT01180322,ClinicalTrials.gov,2093454,AMLSG 12-09,Sponsor’s ID,14,Universität Ulm
NCT00949364,ClinicalTrials.gov,2075920,MPN-SG 01-09,Sponsor’s ID,14,Universität Ulm
NCT00850382,ClinicalTrials.gov,2068449,2008-008238-35,Trial registry ID,11,EU Clinical Trials Register
NCT00850382,ClinicalTrials.gov,2068449,AMLSG11-08,Sponsor’s ID,14,Universitätsklinikum Ulm
NCT00850382,ClinicalTrials.gov,2068449,AMLSG 11-08,Sponsor’s ID,14,Universität Ulm
NCT00732953,ClinicalTrials.gov,2059556,UULM-JW-GP,Sponsor’s ID,14,Universität Ulm
NCT00670436,ClinicalTrials.gov,2054821,PEPCAD-CTO V 2.3,Sponsor’s ID,14,Universität Ulm
NCT02820519,ClinicalTrials.gov,2218846,2014-005440-17,Trial registry ID,11,EU Clinical Trials Register
NCT02820519,ClinicalTrials.gov,2218846,LOX_2015_PILOT,Sponsor’s ID,14,Universität Witten/Herdecke
NCT02585882,ClinicalTrials.gov,2200876,1062010,Sponsor’s ID,14,Universität Witten/Herdecke
NCT01480362,ClinicalTrials.gov,2116331,U1111-1125-9104,Trial registry ID,11,International Clinical Trials Registry Platform
NCT01480362,ClinicalTrials.gov,2116331,DRKS00003347,Trial registry ID,11,Deutschen Register Klinischer Studien
NCT01480362,ClinicalTrials.gov,2116331,UWT_1_GKV,Sponsor’s ID,14,Universität Witten/Herdecke
NCT02775019,ClinicalTrials.gov,2215359,02-2016-NAVLAC,Sponsor’s ID,14,Wuerzburg University Hospital
NCT02705456,ClinicalTrials.gov,2210026,ECOP1,Sponsor’s ID,14,Wuerzburg University Hospital
NCT02689960,ClinicalTrials.gov,2208840,Vapreda,Sponsor’s ID,14,Wuerzburg University Hospital
NCT02337062,ClinicalTrials.gov,2181816,DP10017,Sponsor’s ID,14,Acacia Pharma Ltd
NCT02223767,ClinicalTrials.gov,2173133,Wuerzburg177/12,Sponsor’s ID,14,Wuerzburg University Hospital
NCT02223767,ClinicalTrials.gov,2173133,098_MH,Other,90,Clinic for Psychiatry
NCT01799525,ClinicalTrials.gov,2140676,WUE102/12,Sponsor’s ID,14,Wuerzburg University Hospital
NCT01764880,ClinicalTrials.gov,2138026,SST0001-STRCH-CR-11-002,Sponsor’s ID,14,Sigma Tau Research Switzerland SA
NCT01727778,ClinicalTrials.gov,2135181,2012-001893-27,Trial registry ID,11,EU Clinical Trials Register
NCT01727778,ClinicalTrials.gov,2135181,PATCT-SM6-02,Sponsor’s ID,14,Patrys Ltd
NCT01594892,ClinicalTrials.gov,2125070,DOSIS,Sponsor’s ID,14,Wuerzburg University Hospital
NCT01589913,ClinicalTrials.gov,2124688,UKW-CHFC-G2,Sponsor’s ID,14,Wuerzburg University Hospital
DRKS00010918,DRKS,2432353,CIV-16-09-016744,Sponsor’s ID,14,Universitätsklinikum Schleswig-Holstein
DRKS00008054,DRKS,2431214,U1111-1169-4750,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00005943,DRKS,2430498,U1111-1155-1504,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000162,DRKS,2428720,U1111-1111-3764,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000162,DRKS,2428720,2008-003064-19,Trial registry ID,11,EU Clinical Trials Register
DRKS00000162,DRKS,2428720,NeoTEC,Sponsor’s ID,14,Universität Leipzig
DRKS00000162,DRKS,2428720,4034658,Sponsor’s ID,14,Universität Leipzig
DRKS00004844,DRKS,2429970,U1111-1145-1509,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00004844,DRKS,2429970,2011-003471-11,Trial registry ID,11,EU Clinical Trials Register
DRKS00004844,DRKS,2429970,4037704,Sponsor’s ID,14,Disphar International BV
DRKS00005941,DRKS,2430496,U1111-1145-1509,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00005941,DRKS,2430496,2011-003471-11,Trial registry ID,11,EU Clinical Trials Register
DRKS00005941,DRKS,2430496,4037704,Sponsor’s ID,14,Disphar International BV
DRKS00003851,DRKS,2429526,2011-004361-32,Trial registry ID,11,EU Clinical Trials Register
DRKS00003851,DRKS,2429526,KKS-166,Sponsor’s ID,14,Philipps-Universität Marburg
DRKS00003851,DRKS,2429526,4038250,Sponsor’s ID,14,Philipps-Universität Marburg
DRKS00003324,DRKS,2429311,2011-001819-30,Trial registry ID,11,EU Clinical Trials Register
DRKS00003324,DRKS,2429311,Sano2011,Sponsor’s ID,14,Sanochemia Pharmazeutika AG
DRKS00003324,DRKS,2429311,4037502,Sponsor’s ID,14,Sanochemia Pharmazeutika AG
DRKS00009635,DRKS,2431690,U1111-1176-9066,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000304,DRKS,2092209,U1111-1112-9727,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000304,DRKS,2092209,2009-010966-47,Trial registry ID,11,EU Clinical Trials Register
DRKS00000304,DRKS,2092209,NCT01164059,Trial registry ID,11,ClinicalTrials.gov
DRKS00000304,DRKS,2092209,4035749,Sponsor’s ID,14,"Universität BremenKompetenzzentrum für Klinische Studien Bremen, Biometrie"
DRKS00000304,DRKS,2092209,NeSSy_200901,Sponsor’s ID,14,Universität Bremen
DRKS00013340,DRKS,2433697,CIV-15-04-013367,Sponsor’s ID,14,"Klinik und Poliklinik für Allgemein-, Viszeral-, Thorax- und GefäßchirurgieUniversitätsklinikum Bonn"
DRKS00003246,DRKS,2429255,2011-004463-69,Trial registry ID,11,EU Clinical Trials Register
DRKS00003246,DRKS,2429255,RadiRet,Sponsor’s ID,14,Charité – University Medicine Berlin
DRKS00003246,DRKS,2429255,1694/01,Sponsor’s ID,14,Charité Campus Benjamin Franklin
DRKS00004871,DRKS,2429985,2011-004393-28,Trial registry ID,11,EU Clinical Trials Register
DRKS00004871,DRKS,2429985,06-2011,Sponsor’s ID,14,"Charité, Universitätsmedizin Berlin"
DRKS00004871,DRKS,2429985,4037866,Sponsor’s ID,14,Charité - Universitätsmedizin Berlin
DRKS00004911,DRKS,2430013,U1111-1142-1730,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00004858,DRKS,2429975,2013-001599-40,Trial registry ID,11,EU Clinical Trials Register
DRKS00004858,DRKS,2429975,23032013,Sponsor’s ID,14,"Charité, Universitätsmedizin Berlin"
DRKS00007840,DRKS,2431110,U1111-1173-3204,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000115,DRKS,2428690,U1111-1112-2933,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000115,DRKS,2428690,2009-009871-36,Trial registry ID,11,EU Clinical Trials Register
DRKS00000115,DRKS,2428690,140/540,Sponsor’s ID,14,Friedrich- Alexander- Universität Erlangen Nürnberg
DRKS00000115,DRKS,2428690,4035573,Sponsor’s ID,14,"Friedrich- Alexander- Universität Erlangen Nürnberg,Universitätsklinikum, Dekan"
DRKS00006866,DRKS,2409416,ISRCTN12388725,Trial registry ID,11,ISRCTN
DRKS00009914,DRKS,2431863,2012-001582-33,Trial registry ID,11,EU Clinical Trials Register
DRKS00009914,DRKS,2431863,Er-01-Perf-Stroke,Sponsor’s ID,14,Universitätsklinikum Erlangen
DRKS00009915,DRKS,2431864,2012-001583-29,Trial registry ID,11,EU Clinical Trials Register
DRKS00009915,DRKS,2431864,Er-02-Perf-AD,Sponsor’s ID,14,Universitätsklinikum Erlangen
DRKS00010623,DRKS,2432203,U1111-1184-0533,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00012863,DRKS,2433389,U1111-1200-3105,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000582,DRKS,2078939,2008-007645-31,Trial registry ID,11,EU Clinical Trials Register
DRKS00000582,DRKS,2078939,NCT00989352,Trial registry ID,11,ClinicalTrials.gov
DRKS00000582,DRKS,2078939,UKF001935,Sponsor’s ID,14,Universitätsklinikum Freiburg- vertreten durch:Leitenden Ärztlichen Direktor
DRKS00000582,DRKS,2078939,4035099,Sponsor’s ID,14,Universitätsklinikum Freiburg- vertreten durch:Leitenden Ärztlichen Direktor
DRKS00000582,DRKS,2078939,00591,Sponsor’s ID,14,Universitätsklinikum Freiburg
DRKS00000655,DRKS,2429019,U1111-1119-0464,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00000697,DRKS,2429044,UKF001686,Sponsor’s ID,14,Gebrüder Martin GmbH & Co KG
DRKS00003589,DRKS,2429457,VfD_GermanIMPACT_12_001835,Sponsor’s ID,14,Universitätsklinikum Freiburg Klinik für Psychiatrie und Psychotherapie
DRKS00003943,DRKS,2429546,4019483,Sponsor’s ID,14,Universitätsklinikum FreiburgFrauenklinik
DRKS00004241,DRKS,2429615,U1111-1135-8043,Trial registry ID,11,International Clinical Trials Registry Platform
DRKS00004968,DRKS,2430048,VfD_---_13_003085,Sponsor’s ID,14,Klinik für Tumorbiologie
DRKS00005028,DRKS,2430070,2012-004189-16,Trial registry ID,11,EU Clinical Trials Register
